"date","away","away_score","home","home_score","point_diff"
2021-11-27,"McMurry",54,"Abilene Christian",89,35
2021-11-29,"Schreiner",47,"Abilene Christian",88,41
2021-12-01,"University of Dallas",65,"Abilene Christian",108,43
2021-12-04,"Incarnate Word",65,"Abilene Christian",98,33
2021-12-11,"Drexel",56,"Abilene Christian",73,17
2021-12-15,"Cal St. Bakersfield",59,"Abilene Christian",69,10
2021-12-19,"Howard Payne",41,"Abilene Christian",112,71
2021-12-22,"Longwood",58,"Abilene Christian",74,16
2022-01-06,"Stephen F. Austin",64,"Abilene Christian",58,-6
2022-01-08,"Sam Houston St.",65,"Abilene Christian",63,-2
2022-01-20,"Seattle",72,"Abilene Christian",62,-10
2022-01-22,"Cal Baptist",68,"Abilene Christian",77,9
2022-02-02,"Chicago St.",73,"Abilene Christian",77,4
2022-02-05,"UT Rio Grande Valley",66,"Abilene Christian",83,17
2021-11-17,"Texas Southern",57,"Air Force",61,4
2021-11-21,"Bethune Cookman",65,"Air Force",73,8
2021-11-24,"Denver",65,"Air Force",66,1
2021-11-27,"Idaho St.",48,"Air Force",59,11
2021-12-04,"Army",58,"Air Force",76,18
2021-12-29,"Utah St.",47,"Air Force",49,2
2022-01-15,"Nevada",75,"Air Force",68,-7
2022-01-20,"UNLV",62,"Air Force",69,7
2022-01-22,"Colorado St.",73,"Air Force",53,-20
2022-01-28,"Wyoming",63,"Air Force",61,-2
2022-02-05,"New Mexico",91,"Air Force",77,-14
2021-11-13,"Point Park",46,"Akron",102,56
2021-11-18,"Wheeling Jesuit",38,"Akron",99,61
2021-11-24,"Evansville",60,"Akron",69,9
2021-12-01,"Marshall",86,"Akron",88,2
2021-12-04,"Southern",62,"Akron",79,17
2021-12-12,"Florida A&M",66,"Akron",73,7
2022-01-01,"Buffalo",76,"Akron",88,12
2022-01-04,"Ohio",69,"Akron",63,-6
2022-01-11,"Ball St.",74,"Akron",84,10
2022-01-18,"Western Michigan",73,"Akron",74,1
2022-01-22,"Eastern Michigan",44,"Akron",46,2
2022-02-04,"Miami OH",55,"Akron",66,11
2022-02-11,"Kent St.",66,"Akron",64,-2
2021-11-09,"Louisiana Tech",64,"Alabama",93,29
2021-11-12,"South Dakota St.",88,"Alabama",104,16
2021-11-16,"South Alabama",68,"Alabama",73,5
2021-11-19,"Oakland",59,"Alabama",86,27
2021-11-28,"Miami FL",64,"Alabama",96,32
2021-12-11,"Houston",82,"Alabama",83,1
2021-12-18,"Jacksonville St.",59,"Alabama",65,6
2021-12-21,"Davidson",79,"Alabama",78,-1
2021-12-29,"Tennessee",68,"Alabama",73,5
2022-01-11,"Auburn",81,"Alabama",77,-4
2022-01-19,"LSU",67,"Alabama",70,3
2022-01-22,"Missouri",76,"Alabama",86,10
2022-01-29,"Baylor",78,"Alabama",87,9
2022-02-05,"Kentucky",66,"Alabama",55,-11
2022-02-12,"Arkansas",67,"Alabama",68,1
2021-11-09,"Tennessee St.",73,"Alabama A&M",82,9
2022-01-08,"Alcorn St.",78,"Alabama A&M",71,-7
2022-01-10,"Jackson St.",58,"Alabama A&M",60,2
2022-01-29,"Florida A&M",65,"Alabama A&M",60,-5
2022-01-31,"Bethune Cookman",52,"Alabama A&M",67,15
2022-02-12,"Mississippi Valley St.",92,"Alabama A&M",94,2
2021-11-20,"North Carolina Central",74,"Alabama St.",80,6
2021-11-22,"Tuskegee",65,"Alabama St.",91,26
2021-11-28,"North Alabama",81,"Alabama St.",69,-12
2021-12-08,"Samford",74,"Alabama St.",64,-10
2022-01-08,"Jackson St.",57,"Alabama St.",72,15
2022-01-10,"Alcorn St.",70,"Alabama St.",60,-10
2022-01-15,"Alabama A&M",55,"Alabama St.",59,4
2022-01-29,"Bethune Cookman",73,"Alabama St.",79,6
2022-01-31,"Florida A&M",66,"Alabama St.",65,-1
2022-02-12,"Arkansas Pine Bluff",75,"Alabama St.",70,-5
2021-11-09,"Towson",77,"Albany",56,-21
2021-11-17,"Harvard",60,"Albany",53,-7
2021-11-24,"Eastern Illinois",62,"Albany",64,2
2021-12-11,"Columbia",59,"Albany",60,1
2022-01-06,"Binghamton",88,"Albany",79,-9
2022-01-12,"UMass Lowell",47,"Albany",57,10
2022-01-15,"NJIT",56,"Albany",71,15
2022-01-22,"Stony Brook",86,"Albany",75,-11
2022-02-02,"UMBC",59,"Albany",53,-6
2022-02-09,"Maine",73,"Albany",63,-10
2022-02-12,"Vermont",76,"Albany",63,-13
2022-01-15,"Texas Southern",72,"Alcorn St.",73,1
2022-01-17,"Prairie View A&M",74,"Alcorn St.",73,-1
2022-01-29,"Southern",64,"Alcorn St.",68,4
2022-01-31,"Grambling St.",80,"Alcorn St.",73,-7
2022-02-12,"Bethune Cookman",71,"Alcorn St.",63,-8
2021-11-09,"Marist",73,"American",77,4
2021-11-20,"Western Carolina",80,"American",79,-1
2021-12-08,"St. Francis PA",73,"American",83,10
2022-01-01,"Lehigh",63,"American",61,-2
2022-01-10,"Boston University",79,"American",53,-26
2022-01-16,"Bucknell",55,"American",63,8
2022-01-24,"Lafayette",69,"American",56,-13
2022-01-26,"Holy Cross",49,"American",67,18
2022-02-05,"Colgate",86,"American",68,-18
2021-11-12,"East Tennessee St.",67,"Appalachian St.",69,2
2021-11-15,"William Peace",49,"Appalachian St.",98,49
2021-11-18,"Charlotte",67,"Appalachian St.",66,-1
2021-11-23,"Akron",45,"Appalachian St.",57,12
2021-11-24,"Vermont",65,"Appalachian St.",63,-2
2021-11-29,"Hartford",59,"Appalachian St.",69,10
2021-12-01,"Boyce",29,"Appalachian St.",90,61
2021-12-13,"Erskine",44,"Appalachian St.",69,25
2021-12-30,"Louisiana",71,"Appalachian St.",55,-16
2022-01-01,"Louisiana Monroe",69,"Appalachian St.",77,8
2022-01-13,"Coastal Carolina",60,"Appalachian St.",61,1
2022-01-27,"Arkansas St.",54,"Appalachian St.",61,7
2022-01-29,"Little Rock",57,"Appalachian St.",72,15
2022-02-10,"Georgia Southern",61,"Appalachian St.",65,4
2022-02-12,"Georgia St.",58,"Appalachian St.",49,-9
2021-11-09,"Northern Arizona",52,"Arizona",81,29
2021-11-12,"UT Rio Grande Valley",50,"Arizona",104,54
2021-11-16,"North Dakota St.",45,"Arizona",97,52
2021-11-27,"Sacramento St.",59,"Arizona",105,46
2021-12-08,"Wyoming",65,"Arizona",94,29
2021-12-15,"Northern Colorado",76,"Arizona",101,25
2021-12-18,"Cal Baptist",60,"Arizona",84,24
2022-01-03,"Washington",79,"Arizona",95,16
2022-01-13,"Colorado",55,"Arizona",76,21
2022-01-15,"Utah",64,"Arizona",82,18
2022-01-29,"Arizona St.",56,"Arizona",67,11
2022-02-03,"UCLA",66,"Arizona",76,10
2022-02-05,"USC",63,"Arizona",72,9
2021-11-09,"Portland",60,"Arizona St.",76,16
2021-11-11,"UC Riverside",66,"Arizona St.",65,-1
2021-11-15,"North Florida",63,"Arizona St.",72,9
2021-11-24,"Baylor",75,"Arizona St.",63,-12
2021-11-25,"Syracuse",92,"Arizona St.",84,-8
2021-11-26,"Loyola Chicago",77,"Arizona St.",59,-18
2021-12-01,"Washington St.",51,"Arizona St.",29,-22
2021-12-09,"Grand Canyon",62,"Arizona St.",67,5
2021-12-19,"San Francisco",66,"Arizona St.",65,-1
2022-01-15,"Colorado",75,"Arizona St.",57,-18
2022-01-17,"Utah",62,"Arizona St.",64,2
2022-02-03,"USC",58,"Arizona St.",53,-5
2022-02-05,"UCLA",84,"Arizona St.",87,3
2022-02-07,"Arizona",91,"Arizona St.",79,-12
2021-11-09,"Mercer",61,"Arkansas",74,13
2021-11-13,"Gardner Webb",69,"Arkansas",86,17
2021-11-17,"Northern Iowa",80,"Arkansas",93,13
2021-11-23,"Cincinnati",67,"Arkansas",73,6
2021-11-28,"Penn",60,"Arkansas",76,16
2021-12-01,"Central Arkansas",60,"Arkansas",97,37
2021-12-04,"Little Rock",78,"Arkansas",93,15
2021-12-07,"Charlotte",66,"Arkansas",86,20
2021-12-18,"Hofstra",89,"Arkansas",81,-8
2021-12-21,"Elon",55,"Arkansas",81,26
2022-01-04,"Vanderbilt",75,"Arkansas",74,-1
2022-01-12,"Missouri",43,"Arkansas",87,44
2022-01-18,"South Carolina",59,"Arkansas",75,16
2022-01-22,"Texas A&M",73,"Arkansas",76,3
2022-01-29,"West Virginia",68,"Arkansas",77,9
2022-02-05,"Mississippi St.",55,"Arkansas",63,8
2022-02-08,"Auburn",76,"Arkansas",80,4
2021-11-29,"Arkansas Baptist",70,"Arkansas Pine Bluff",75,5
2021-12-08,"Arkansas St.",84,"Arkansas Pine Bluff",73,-11
2021-12-18,"Ecclesia",56,"Arkansas Pine Bluff",97,41
2022-01-03,"Alabama A&M",70,"Arkansas Pine Bluff",50,-20
2022-01-05,"Alabama St.",68,"Arkansas Pine Bluff",70,2
2022-01-15,"Florida A&M",71,"Arkansas Pine Bluff",66,-5
2022-01-17,"Bethune Cookman",63,"Arkansas Pine Bluff",69,6
2022-02-05,"Alcorn St.",70,"Arkansas Pine Bluff",64,-6
2022-02-07,"Jackson St.",60,"Arkansas Pine Bluff",47,-13
2021-11-09,"Harding",55,"Arkansas St.",81,26
2021-11-15,"Central Baptist",63,"Arkansas St.",90,27
2021-11-26,"Morehead St.",75,"Arkansas St.",51,-24
2021-11-28,"UMKC",55,"Arkansas St.",66,11
2021-12-04,"Central Arkansas",82,"Arkansas St.",95,13
2021-12-19,"Air Force",46,"Arkansas St.",68,22
2021-12-21,"Lyon",66,"Arkansas St.",88,22
2022-01-01,"Georgia Southern",56,"Arkansas St.",74,18
2022-01-20,"UT Arlington",70,"Arkansas St.",75,5
2022-01-22,"Texas St.",60,"Arkansas St.",67,7
2022-02-03,"Louisiana Monroe",60,"Arkansas St.",59,-1
2022-02-05,"Louisiana",58,"Arkansas St.",67,9
2021-11-09,"New Paltz",52,"Army",83,31
2021-11-13,"Hartford",79,"Army",86,7
2021-11-17,"Merrimack",51,"Army",74,23
2021-11-27,"Marist",61,"Army",65,4
2021-11-30,"Siena",83,"Army",67,-16
2021-12-07,"Purchase",40,"Army",97,57
2022-01-01,"Loyola MD",74,"Army",77,3
2022-01-07,"Lehigh",55,"Army",77,22
2022-01-13,"Boston University",63,"Army",73,10
2022-01-19,"American",66,"Army",76,10
2022-01-29,"Lafayette",56,"Army",60,4
2022-02-05,"Holy Cross",69,"Army",65,-4
2022-02-12,"Navy",52,"Army",49,-3
2021-11-09,"Morehead St.",54,"Auburn",77,23
2021-11-12,"Louisiana Monroe",65,"Auburn",93,28
2021-11-25,"Loyola Chicago",53,"Auburn",62,9
2021-12-01,"UCF",68,"Auburn",85,17
2021-12-04,"Yale",64,"Auburn",86,22
2021-12-11,"Nebraska",68,"Auburn",99,31
2021-12-14,"North Alabama",44,"Auburn",70,26
2021-12-22,"Murray St.",58,"Auburn",71,13
2021-12-29,"LSU",55,"Auburn",70,15
2022-01-08,"Florida",73,"Auburn",85,12
2022-01-19,"Georgia",60,"Auburn",83,23
2022-01-22,"Kentucky",71,"Auburn",80,9
2022-01-29,"Oklahoma",68,"Auburn",86,18
2022-02-01,"Alabama",81,"Auburn",100,19
2022-02-12,"Texas A&M",58,"Auburn",75,17
2021-11-09,"UT Southern",79,"Austin Peay",86,7
2021-12-05,"Milligan",55,"Austin Peay",98,43
2021-12-30,"Tennessee Martin",65,"Austin Peay",62,-3
2022-01-08,"Morehead St.",66,"Austin Peay",55,-11
2022-01-27,"Belmont",75,"Austin Peay",67,-8
2022-01-31,"SIU Edwardsville",63,"Austin Peay",68,5
2022-02-03,"Murray St.",65,"Austin Peay",53,-12
2022-02-10,"Southeast Missouri St.",66,"Austin Peay",74,8
2022-02-12,"Tennessee St.",52,"Austin Peay",54,2
2021-11-13,"Nebraska Omaha",69,"Ball St.",73,4
2021-11-19,"Weber St.",85,"Ball St.",74,-11
2021-11-21,"Massachusetts",86,"Ball St.",89,3
2021-11-27,"Indiana St.",75,"Ball St.",97,22
2021-12-12,"Indiana Kokomo",58,"Ball St.",85,27
2021-12-21,"Eastern Illinois",55,"Ball St.",75,20
2022-01-01,"Bowling Green",80,"Ball St.",81,1
2022-01-04,"Kent St.",66,"Ball St.",65,-1
2022-01-14,"Buffalo",74,"Ball St.",68,-6
2022-01-25,"Miami OH",64,"Ball St.",81,17
2022-01-29,"Western Michigan",72,"Ball St.",83,11
2022-02-04,"Toledo",83,"Ball St.",93,10
2022-02-08,"Central Michigan",89,"Ball St.",85,-4
2021-11-12,"Incarnate Word",60,"Baylor",87,27
2021-11-15,"Nicholls St.",60,"Baylor",89,29
2021-11-17,"Central Arkansas",47,"Baylor",92,45
2021-11-20,"Stanford",48,"Baylor",86,38
2021-11-25,"VCU",61,"Baylor",69,8
2021-11-26,"Michigan St.",58,"Baylor",75,17
2021-12-04,"Arkansas Pine Bluff",54,"Baylor",99,45
2021-12-12,"Villanova",36,"Baylor",57,21
2021-12-20,"Alcorn St.",57,"Baylor",94,37
2021-12-28,"Northwestern St.",68,"Baylor",104,36
2022-01-04,"Oklahoma",74,"Baylor",84,10
2022-01-11,"Texas Tech",65,"Baylor",62,-3
2022-01-15,"Oklahoma St.",61,"Baylor",54,-7
2022-01-25,"Kansas St.",49,"Baylor",74,25
2022-01-31,"West Virginia",77,"Baylor",81,4
2022-02-12,"Texas",63,"Baylor",80,17
2021-11-28,"Franklin",37,"Bellarmine",75,38
2021-12-05,"Defiance",43,"Bellarmine",92,49
2021-12-09,"Asbury",55,"Bellarmine",87,32
2021-12-10,"Midway",39,"Bellarmine",89,50
2021-12-21,"Loyola Marymount",71,"Bellarmine",57,-14
2022-01-08,"Eastern Kentucky",61,"Bellarmine",66,5
2022-01-11,"Central Arkansas",63,"Bellarmine",85,22
2022-01-18,"North Alabama",60,"Bellarmine",68,8
2022-01-22,"Jacksonville",73,"Bellarmine",76,3
2022-02-03,"Liberty",66,"Bellarmine",53,-13
2022-02-05,"Kennesaw St.",75,"Bellarmine",70,-5
2021-11-13,"Evansville",43,"Belmont",81,38
2021-11-15,"Furman",89,"Belmont",95,6
2021-11-26,"Iona",65,"Belmont",72,7
2021-11-28,"Dayton",63,"Belmont",61,-2
2021-12-02,"Lipscomb",65,"Belmont",94,29
2021-12-15,"Chattanooga",68,"Belmont",76,8
2021-12-18,"Bethel IN",86,"Belmont",115,29
2022-01-06,"Southeast Missouri St.",62,"Belmont",102,40
2022-01-13,"Tennessee Tech",77,"Belmont",92,15
2022-01-15,"Murray St.",82,"Belmont",60,-22
2022-01-29,"Tennessee Martin",58,"Belmont",87,29
2022-02-07,"Austin Peay",58,"Belmont",72,14
2022-02-10,"Morehead St.",47,"Belmont",48,1
2021-11-20,"Bryant",75,"Bethune Cookman",81,6
2021-11-23,"Liberty",59,"Bethune Cookman",51,-8
2021-12-15,"Johnson FL",41,"Bethune Cookman",88,47
2022-01-03,"Florida A&M",59,"Bethune Cookman",66,7
2022-01-08,"Grambling St.",68,"Bethune Cookman",66,-2
2022-01-10,"Southern",69,"Bethune Cookman",59,-10
2022-01-22,"Jackson St.",50,"Bethune Cookman",55,5
2022-01-24,"Alcorn St.",70,"Bethune Cookman",67,-3
2022-02-05,"Prairie View A&M",67,"Bethune Cookman",68,1
2022-02-07,"Texas Southern",66,"Bethune Cookman",63,-3
2021-11-09,"Cornell",76,"Binghamton",69,-7
2021-11-28,"Hartwick",41,"Binghamton",110,69
2021-12-08,"Marist",64,"Binghamton",51,-13
2021-12-11,"SUNY Oneonta",55,"Binghamton",79,24
2022-01-02,"UMass Lowell",63,"Binghamton",68,5
2022-01-08,"NJIT",67,"Binghamton",56,-11
2022-01-19,"Stony Brook",74,"Binghamton",71,-3
2022-01-24,"Hartford",64,"Binghamton",74,10
2022-01-29,"UMBC",70,"Binghamton",68,-2
2022-02-05,"Maine",60,"Binghamton",69,9
2022-02-12,"New Hampshire",69,"Binghamton",60,-9
2021-11-09,"Utah Valley",56,"Boise St.",76,20
2021-11-18,"St. Bonaventure",67,"Boise St.",61,-6
2021-11-26,"Cal St. Bakersfield",46,"Boise St.",39,-7
2021-11-30,"Saint Louis",86,"Boise St.",82,-4
2021-12-03,"Tulsa",58,"Boise St.",63,5
2021-12-10,"Prairie View A&M",60,"Boise St.",97,37
2021-12-14,"Santa Clara",60,"Boise St.",72,12
2021-12-19,"Montana Tech",57,"Boise St.",88,31
2021-12-28,"Fresno St.",55,"Boise St.",65,10
2022-01-18,"Air Force",56,"Boise St.",62,6
2022-01-25,"Wyoming",62,"Boise St.",65,3
2022-02-05,"San Jose St.",60,"Boise St.",76,16
2022-02-11,"UNLV",63,"Boise St.",69,6
2021-11-09,"Dartmouth",57,"Boston College",73,16
2021-11-12,"Holy Cross",55,"Boston College",85,30
2021-11-14,"Fairfield",64,"Boston College",72,8
2021-11-20,"Utah",68,"Boston College",61,-7
2021-11-26,"Columbia",60,"Boston College",73,13
2021-11-29,"South Florida",49,"Boston College",64,15
2021-12-03,"Notre Dame",57,"Boston College",73,16
2021-12-13,"Albany",61,"Boston College",57,-4
2022-01-02,"North Carolina",91,"Boston College",65,-26
2022-01-12,"Georgia Tech",81,"Boston College",76,-5
2022-01-22,"Virginia Tech",63,"Boston College",68,5
2022-01-30,"Pittsburgh",56,"Boston College",69,13
2022-02-08,"Syracuse",73,"Boston College",64,-9
2022-02-12,"Duke",72,"Boston College",61,-11
2021-11-12,"Gordon",61,"Boston University",85,24
2021-11-28,"Merrimack",60,"Boston University",61,1
2021-12-04,"Binghamton",63,"Boston University",68,5
2021-12-08,"UMass Lowell",62,"Boston University",72,10
2021-12-18,"Marist",84,"Boston University",79,-5
2022-01-01,"Bucknell",61,"Boston University",63,2
2022-01-07,"Loyola MD",66,"Boston University",58,-8
2022-01-16,"Navy",72,"Boston University",65,-7
2022-01-22,"Lehigh",74,"Boston University",80,6
2022-01-28,"Colgate",72,"Boston University",76,4
2022-01-31,"Holy Cross",75,"Boston University",70,-5
2022-02-09,"Army",74,"Boston University",75,1
2022-02-12,"American",67,"Boston University",85,18
2021-11-12,"Ohio Wesleyan",60,"Bowling Green",101,41
2021-11-19,"Norfolk St.",90,"Bowling Green",84,-6
2021-11-23,"Milwaukee",68,"Bowling Green",82,14
2021-11-24,"Southern Utah",87,"Bowling Green",73,-14
2021-11-28,"Chicago St.",57,"Bowling Green",75,18
2021-12-07,"Oakland",72,"Bowling Green",73,1
2021-12-19,"Robert Morris",74,"Bowling Green",100,26
2021-12-21,"Carlow",50,"Bowling Green",129,79
2022-01-08,"Miami OH",83,"Bowling Green",87,4
2022-01-15,"Toledo",91,"Bowling Green",78,-13
2022-01-20,"Akron",91,"Bowling Green",66,-25
2022-01-25,"Eastern Michigan",71,"Bowling Green",85,14
2022-01-29,"Kent St.",91,"Bowling Green",83,-8
2022-02-05,"Northern Illinois",65,"Bowling Green",87,22
2021-11-13,"Howard",76,"Bradley",64,-12
2021-11-16,"Missouri S&T",66,"Bradley",92,26
2021-11-27,"Maine",39,"Bradley",71,32
2021-12-01,"Northern Iowa",69,"Bradley",71,2
2021-12-04,"SIU Edwardsville",55,"Bradley",80,25
2021-12-18,"Saint Joseph's",73,"Bradley",77,4
2022-01-05,"Missouri St.",71,"Bradley",69,-2
2022-01-12,"Evansville",47,"Bradley",79,32
2022-01-22,"Southern Illinois",62,"Bradley",70,8
2022-01-30,"Indiana St.",52,"Bradley",67,15
2022-02-09,"Loyola Chicago",61,"Bradley",68,7
2022-02-12,"Drake",59,"Bradley",68,9
2021-11-09,"Salve Regina",59,"Brown",89,30
2021-11-14,"Central Connecticut",57,"Brown",75,18
2021-11-16,"Johnson & Wales RI",47,"Brown",98,51
2021-11-20,"Bradley",62,"Brown",65,3
2021-11-26,"Bryant",65,"Brown",59,-6
2021-12-05,"Sacred Heart",66,"Brown",79,13
2021-12-10,"Vermont",70,"Brown",65,-5
2022-01-17,"Yale",66,"Brown",63,-3
2022-01-30,"Cornell",74,"Brown",72,-2
2022-02-04,"Harvard",65,"Brown",50,-15
2022-02-05,"Dartmouth",60,"Brown",62,2
2021-11-09,"Fisher",54,"Bryant",122,68
2021-11-28,"Dartmouth",63,"Bryant",61,-2
2021-12-08,"New Hampshire",59,"Bryant",76,17
2021-12-31,"Sacred Heart",82,"Bryant",85,3
2022-01-15,"Mount St. Mary's",66,"Bryant",73,7
2022-01-17,"St. Francis PA",52,"Bryant",82,30
2022-01-23,"St. Francis NY",68,"Bryant",85,17
2022-01-27,"Merrimack",67,"Bryant",76,9
2022-01-30,"LIU",81,"Bryant",88,7
2021-11-14,"Penn",73,"Bucknell",68,-5
2021-11-17,"Rider",74,"Bucknell",81,7
2021-11-24,"Rider",85,"Bucknell",79,-6
2021-11-28,"Siena",56,"Bucknell",65,9
2021-12-18,"La Salle",70,"Bucknell",82,12
2022-01-04,"Army",96,"Bucknell",89,-7
2022-01-13,"Lehigh",97,"Bucknell",64,-33
2022-01-19,"Colgate",75,"Bucknell",56,-19
2022-01-26,"Navy",81,"Bucknell",63,-18
2022-01-30,"Loyola MD",80,"Bucknell",82,2
2022-02-09,"American",66,"Bucknell",68,2
2022-02-12,"Holy Cross",78,"Bucknell",72,-6
2021-11-20,"Rider",65,"Buffalo",87,22
2021-11-23,"Stephen F. Austin",79,"Buffalo",78,-1
2021-11-29,"Point Park",49,"Buffalo",94,45
2021-12-11,"St. John Fisher",58,"Buffalo",100,42
2021-12-29,"Miami OH",91,"Buffalo",81,-10
2022-01-05,"Bowling Green",88,"Buffalo",99,11
2022-01-21,"Kent St.",51,"Buffalo",64,13
2022-01-28,"Ohio",74,"Buffalo",53,-21
2022-02-08,"Eastern Michigan",64,"Buffalo",102,38
2022-02-12,"Ball St.",74,"Buffalo",80,6
2021-11-09,"IUPUI",47,"Butler",56,9
2021-11-12,"Central Arkansas",53,"Butler",85,32
2021-11-13,"Troy",59,"Butler",70,11
2021-11-17,"Michigan St.",73,"Butler",52,-21
2021-11-23,"Texas A&M",57,"Butler",50,-7
2021-11-30,"Saginaw Valley St.",57,"Butler",68,11
2021-12-11,"Eastern Illinois",54,"Butler",66,12
2021-12-18,"Purdue",77,"Butler",48,-29
2021-12-29,"DePaul",59,"Butler",63,4
2022-01-04,"Seton Hall",71,"Butler",56,-15
2022-01-07,"Xavier",87,"Butler",72,-15
2022-01-20,"Connecticut",75,"Butler",56,-19
2022-01-26,"Creighton",55,"Butler",72,17
2022-01-29,"Georgetown",53,"Butler",56,3
2022-02-05,"St. John's",75,"Butler",72,-3
2022-02-12,"Marquette",79,"Butler",85,6
2021-11-09,"Cleveland St.",59,"BYU",69,10
2021-11-12,"San Diego St.",60,"BYU",66,6
2021-11-20,"Central Methodist",61,"BYU",97,36
2021-11-24,"Texas Southern",64,"BYU",81,17
2021-12-08,"Utah St.",71,"BYU",82,11
2021-12-25,"Liberty",75,"BYU",80,5
2021-12-29,"Westminster UT",53,"BYU",65,12
2022-01-06,"Pacific",51,"BYU",73,22
2022-01-08,"Saint Mary's",43,"BYU",52,9
2022-01-20,"San Diego",71,"BYU",79,8
2022-01-22,"Portland",65,"BYU",78,13
2022-02-03,"San Francisco",73,"BYU",59,-14
2022-02-05,"Gonzaga",90,"BYU",57,-33
2021-11-09,"San Francisco St.",65,"Cal Baptist",87,22
2021-11-13,"Mississippi Valley St.",66,"Cal Baptist",95,29
2021-11-16,"Jackson St.",64,"Cal Baptist",77,13
2021-11-18,"San Jose St.",66,"Cal Baptist",67,1
2021-11-21,"Northern Colorado",70,"Cal Baptist",74,4
2021-11-27,"San Diego Christian",38,"Cal Baptist",85,47
2021-12-02,"Cal Poly",55,"Cal Baptist",64,9
2021-12-07,"North Dakota",71,"Cal Baptist",89,18
2021-12-21,"Southeast Missouri St.",68,"Cal Baptist",84,16
2021-12-28,"La Verne",41,"Cal Baptist",96,55
2022-01-12,"Dixie St.",79,"Cal Baptist",76,-3
2022-01-15,"Utah Valley",73,"Cal Baptist",75,2
2022-01-17,"Seattle",92,"Cal Baptist",85,-7
2022-01-26,"Sam Houston St.",73,"Cal Baptist",68,-5
2022-01-29,"Stephen F. Austin",81,"Cal Baptist",77,-4
2022-02-10,"Lamar",61,"Cal Baptist",83,22
2022-02-12,"UT Rio Grande Valley",72,"Cal Baptist",80,8
2021-11-09,"Westcliff",53,"Cal Poly",86,33
2021-11-12,"North Dakota St.",60,"Cal Poly",57,-3
2021-11-15,"Sacramento St.",58,"Cal Poly",57,-1
2022-01-13,"UC Riverside",57,"Cal Poly",46,-11
2022-01-15,"UC Davis",74,"Cal Poly",82,8
2022-01-22,"Hawaii",69,"Cal Poly",56,-13
2022-02-10,"Cal St. Northridge",83,"Cal Poly",78,-5
2022-02-12,"UC Santa Barbara",69,"Cal Poly",64,-5
2021-11-13,"Life Pacific",60,"Cal St. Bakersfield",85,25
2021-11-22,"Colorado College",54,"Cal St. Bakersfield",99,45
2021-12-11,"Idaho",58,"Cal St. Bakersfield",59,1
2021-12-21,"Dartmouth",57,"Cal St. Bakersfield",61,4
2021-12-30,"Cal St. Fullerton",73,"Cal St. Bakersfield",67,-6
2022-01-15,"UC Riverside",65,"Cal St. Bakersfield",64,-1
2022-01-18,"Cal Poly",60,"Cal St. Bakersfield",73,13
2022-01-20,"Hawaii",63,"Cal St. Bakersfield",59,-4
2022-02-10,"UC Santa Barbara",74,"Cal St. Bakersfield",62,-12
2022-02-12,"Cal St. Northridge",71,"Cal St. Bakersfield",65,-6
2021-11-16,"George Washington",59,"Cal St. Fullerton",74,15
2021-11-29,"Wyoming",79,"Cal St. Fullerton",66,-13
2021-12-04,"Pacific",57,"Cal St. Fullerton",66,9
2021-12-11,"Life Pacific",59,"Cal St. Fullerton",87,28
2021-12-17,"Redlands",78,"Cal St. Fullerton",93,15
2022-01-13,"Cal St. Northridge",64,"Cal St. Fullerton",79,15
2022-01-15,"UC Santa Barbara",73,"Cal St. Fullerton",79,6
2022-01-22,"UC San Diego",80,"Cal St. Fullerton",83,3
2022-02-03,"Cal Poly",50,"Cal St. Fullerton",61,11
2022-02-05,"Cal St. Bakersfield",61,"Cal St. Fullerton",75,14
2021-11-19,"Eastern Washington",67,"Cal St. Northridge",64,-3
2021-11-20,"Dixie St.",73,"Cal St. Northridge",79,6
2021-11-24,"Saint Katherine",62,"Cal St. Northridge",71,9
2021-12-07,"Boise St.",74,"Cal St. Northridge",48,-26
2021-12-18,"Portland St.",66,"Cal St. Northridge",69,3
2021-12-22,"Bethesda",82,"Cal St. Northridge",80,-2
2022-01-08,"Cal Poly",55,"Cal St. Northridge",68,13
2022-01-20,"UC Davis",64,"Cal St. Northridge",47,-17
2022-01-22,"UC Riverside",77,"Cal St. Northridge",67,-10
2022-01-25,"UC Santa Barbara",72,"Cal St. Northridge",45,-27
2022-02-03,"UC San Diego",83,"Cal St. Northridge",77,-6
2022-02-05,"UC Irvine",75,"Cal St. Northridge",70,-5
2021-11-09,"UC San Diego",80,"California",67,-13
2021-11-15,"San Diego",70,"California",75,5
2021-11-18,"Southern Utah",68,"California",75,7
2021-11-22,"Florida",80,"California",60,-20
2021-11-24,"Seton Hall",62,"California",59,-3
2021-11-28,"Fresno St.",57,"California",65,8
2021-12-02,"Oregon St.",61,"California",73,12
2021-12-08,"Idaho St.",46,"California",72,26
2021-12-11,"Santa Clara",60,"California",72,12
2021-12-19,"Dartmouth",55,"California",61,6
2021-12-22,"Pacific",53,"California",73,20
2022-01-02,"Arizona St.",50,"California",74,24
2022-01-06,"USC",77,"California",63,-14
2022-01-08,"UCLA",60,"California",52,-8
2022-01-23,"Arizona",96,"California",71,-25
2022-02-03,"Washington",84,"California",63,-21
2022-02-05,"Washington St.",68,"California",64,-4
2021-11-09,"William Peace",50,"Campbell",85,35
2021-11-12,"Hartford",67,"Campbell",68,1
2021-11-24,"Maryland Eastern Shore",55,"Campbell",66,11
